99, 281
42, 161
2, 296
55, 193
53, 290
44, 13
50, 95
90, 224
43, 127
89, 113
27, 7
47, 136
0, 0
21, 75
51, 58
66, 105
58, 273
38, 24
7, 108
83, 44
62, 107
28, 294
76, 60
54, 227
29, 148
68, 171
88, 21
41, 62
57, 218
1, 167
74, 156
91, 91
39, 133
40, 210
96, 39
84, 129
98, 277
24, 72
45, 260
15, 164
36, 299
3, 168
17, 99
80, 198
34, 286
49, 92
22, 103
56, 15
79, 19
4, 180
5, 216
30, 134
9, 85
25, 4
65, 56
73, 125
37, 203
70, 263
23, 80
63, 74
77, 200
19, 110
38, 230
64, 144
32, 259
27, 174
35, 246
12, 87
6, 34
16, 249
14, 184
75, 261
67, 18
85, 79
33, 159
48, 220
84, 217
26, 8
71, 38
52, 137
31, 162
69, 187
72, 63
46, 276
55, 32
17, 128
94, 96
8, 54
13, 41
65, 204
95, 188
61, 225
10, 275
59, 150
83, 284
90, 202
78, 57
51, 28
92, 232
24, 82
82, 267
93, 166
11, 116
89, 102
87, 226
97, 53
80, 243
47, 241
20, 88
60, 285
30, 122
44, 295
54, 222
34, 29
98, 268
99, 282
25, 157
91, 271
40, 146
6, 26
86, 245
81, 213
66, 121
2, 158
68, 185
1, 64
18, 212
7, 244
58, 68
45, 258
49, 236
53, 50
76, 14
15, 111
57, 254
3, 40
0, 11
36, 214
33, 170
35, 209
21, 86
42, 239
70, 172
82, 27
55, 253
93, 3
11, 160
74, 89
65, 163
5, 191
50, 207
80, 197
86, 109
72, 177
89, 61
66, 195
76, 73
42, 237
47, 298
87, 117
93, 22
50, 48
72, 147
91, 23
82, 114
93, 190
66, 6
74, 140
87, 269
72, 76
91, 42
50, 90
66, 101
82, 93
87, 283
72, 10
74, 235
93, 25
82, 70
91, 119
66, 287
50, 131
87, 201
82, 138
93, 5
91, 81
74, 83
72, 118
93, 124
50, 16
66, 98
82, 139
91, 205
72, 248
87, 45
74, 112
93, 291
93, 20
87, 181
82, 35
72, 219
93, 265
50, 199
91, 238
66, 255
74, 196
50, 223
91, 242
82, 31
66, 266
87, 250
93, 78
72, 292
50, 106
82, 264
87, 289
74, 51
93, 115
72, 155
66, 12
82, 55
74, 182
91, 152
50, 67
93, 141
66, 142
87, 59
82, 104
74, 192
72, 145
50, 71
74, 176
91, 43
93, 154
66, 280
74, 100
87, 66
72, 252
50, 215
82, 228
66, 297
87, 17
74, 30
91, 288
50, 206
93, 120
87, 126
72, 256
82, 262
66, 251
74, 47
50, 279
82, 186
66, 233
50, 229
91, 97
74, 143
87, 272
93, 231
72, 37
82, 240
93, 270
93, 135
50, 1
87, 94
74, 46
91, 194
72, 123
82, 293
66, 69
50, 178
91, 208
74, 189
93, 49
72, 153
87, 84
50, 9
66, 278
87, 257
74, 77
82, 173
93, 211
91, 52
82, 132
50, 149
72, 151
87, 175
74, 169
93, 274
66, 247
91, 2
87, 183
50, 130
82, 165
